Time Scale; Number of Packets; Total data; 
724; 916470; 45943522.000000; 
725; 908875; 45555113.000000; 
726; 952087; 47719254.000000; 
727; 925599; 46386282.000000; 
728; 911771; 45700438.000000; 
729; 906264; 45423615.000000; 
730; 925211; 46360654.000000; 
731; 906480; 45453378.000000; 
732; 923703; 46295842.000000; 
733; 954947; 47883807.000000; 
734; 959586; 48104512.000000; 
735; 941485; 47167175.000000; 
736; 919016; 46061523.000000; 
737; 944512; 47333925.000000; 
738; 918286; 46033149.000000; 
739; 896498; 44952534.000000; 
740; 952730; 47753699.000000; 
741; 925311; 46382480.000000; 
742; 910565; 45637218.000000; 
743; 920294; 46115523.000000; 
744; 917076; 45964462.000000; 
745; 912021; 45718592.000000; 
746; 952396; 47733761.000000; 
747; 925276; 46374291.000000; 
748; 917732; 45987891.000000; 
749; 900794; 45154262.000000; 
750; 914058; 45809395.000000; 
751; 916244; 45915313.000000; 
752; 925575; 46393469.000000; 
753; 908396; 45536162.000000; 
754; 911164; 45671155.000000; 
755; 905107; 45367847.000000; 
756; 919446; 46092414.000000; 
757; 914250; 45825719.000000; 
758; 915732; 45902946.000000; 
759; 956446; 47943877.000000; 
760; 922622; 46255696.000000; 
761; 916284; 45911460.000000; 
762; 932384; 46734796.000000; 
763; 917334; 45977871.000000; 
764; 907368; 45482026.000000; 
765; 917557; 45974196.000000; 
766; 949356; 47586365.000000; 
767; 957133; 47991274.000000; 
768; 916709; 45952179.000000; 
769; 922884; 46256287.000000; 
770; 901768; 45178486.000000; 
771; 917359; 45985433.000000; 
772; 916761; 45972712.000000; 
773; 957089; 47989125.000000; 
774; 917927; 46001571.000000; 
775; 907371; 45489587.000000; 
776; 920378; 46121929.000000; 
777; 911712; 45683795.000000; 
778; 916519; 45926259.000000; 
779; 955646; 47906060.000000; 
780; 918237; 46017143.000000; 
781; 910882; 45652078.000000; 
782; 916697; 45954388.000000; 
783; 922527; 46225119.000000; 
784; 921568; 46195438.000000; 
785; 916133; 45916806.000000; 
786; 912780; 45748736.000000; 
787; 954341; 47839951.000000; 
788; 931858; 46700472.000000; 
789; 935870; 46900825.000000; 
790; 923436; 46277245.000000; 
791; 914903; 45861098.000000; 
792; 912178; 45708458.000000; 
793; 923763; 46288592.000000; 
794; 901759; 45207063.000000; 
795; 907238; 45457342.000000; 
796; 903879; 45309585.000000; 
797; 920039; 46117595.000000; 
798; 904218; 45314476.000000; 
799; 890587; 44639113.000000; 
800; 960191; 48115759.000000; 
801; 877069; 43967773.000000; 
802; 876853; 43937520.000000; 
803; 918818; 46047104.000000; 
804; 874874; 43856112.000000; 
805; 907895; 45506824.000000; 
806; 951967; 47699358.000000; 
807; 921212; 46166712.000000; 
808; 913869; 45797539.000000; 
809; 898012; 45002502.000000; 
810; 903524; 45286873.000000; 
811; 920226; 46126248.000000; 
812; 926418; 46442949.000000; 
813; 955224; 47877804.000000; 
814; 879338; 44075616.000000; 
815; 862496; 43214351.000000; 
816; 898999; 45065651.000000; 
817; 907983; 45513898.000000; 
818; 867426; 43461061.000000; 
